Identificador,ual_parr,pa_arealm,pa_areempa,eq_earado,eq_semman,eq_emotoguadana,cg_k100,cg_k101,cg_k102,eu_k1301,ct_k509,ct_k511ha,ct_afecta_prod,ct_riego,ct_aferti,Ventas,tratamiento_compra_insumos,tratamiento_ventas_transporte,tratamiento_ventas_demanda,ct_prod,ct_cantidad_npk_fq
9285051000993350,50,0.0,0.0,0.0,0.0,0.0,1,77,1,5,12.0,4.0,2.0,0,1,12.0,,1.0,1.0,12.0,400.0
9285051000993350,50,0.0,0.0,0.0,0.0,0.0,1,77,1,5,5.0,4.0,2.0,0,1,6.0,,1.0,1.0,12.0,400.0
12015051000993359,50,0.0,0.0,1.0,0.0,0.0,1,65,3,86,8.0,100.0,6.0,1,1,381.818181818182,,1.0,1.0,381.818181818182,600.0
12015051000993359,50,0.0,0.0,1.0,0.0,0.0,1,65,3,86,12.0,40.0,6.0,1,1,152.727272727273,,1.0,1.0,152.727272727273,240.0
12015051000993359,50,0.0,0.0,1.0,0.0,0.0,1,65,3,86,8.0,40.0,6.0,1,1,152.727272727273,,1.0,1.0,152.727272727273,240.0
12015051000993380,50,0.0,0.0,1.0,0.0,0.0,1,56,3,73,11.0,390.0,6.0,1,1,1489.0909090909101,,1.0,1.0,1489.0909090909101,3510.0
12015051000993388,50,0.0,0.0,1.0,0.0,0.0,1,70,3,15,11.0,30.0,6.0,1,1,114.545454545455,,1.0,1.0,114.545454545455,90.0
12015051000993388,50,0.0,0.0,1.0,0.0,0.0,1,70,3,15,5.0,30.0,6.0,0,1,114.545454545455,,1.0,1.0,114.545454545455,90.0
12015051000993394,50,0.0,0.0,1.0,0.0,0.0,0,65,3,36,12.0,64.0,6.0,1,1,244.363636363636,,1.0,1.0,244.363636363636,576.0
12015051000993394,50,0.0,0.0,1.0,0.0,0.0,0,65,3,36,8.0,64.0,6.0,1,1,244.363636363636,,1.0,1.0,244.363636363636,576.0
12015051000993414,50,0.0,0.0,1.0,0.0,0.0,1,50,3,11,12.0,100.0,6.0,1,1,381.818181818182,,1.0,1.0,381.818181818182,900.0
12015051000993414,50,0.0,0.0,1.0,0.0,0.0,1,50,3,11,8.0,100.0,6.0,1,1,381.818181818182,,1.0,1.0,381.818181818182,900.0
12015064000991049,50,0.0,0.0,1.0,0.0,0.0,1,64,3,3,11.0,11.0,6.0,1,1,38.1818181818182,,1.0,1.0,42.0,11.0
12015351000993335,53,0.0,0.0,1.0,0.0,0.0,1,57,1,37,10.0,279.0,6.0,1,1,805.5,,1.0,1.0,805.5,837.0
12015351000993335,53,0.0,0.0,1.0,0.0,0.0,1,57,1,37,5.0,279.0,6.0,0,1,805.5,,1.0,1.0,805.5,837.0
12015351000993345,53,0.0,0.0,1.0,0.0,0.0,1,71,3,58,4.0,168.0,6.0,0,1,110.0,0.0,0.0,0.0,110.0,180.0
12015351000993348,53,0.0,0.0,1.0,0.0,1.0,1,52,1,11,10.0,220.0,6.0,1,1,1210.0,,1.0,1.0,1210.0,1980.0
12015351000993348,53,0.0,0.0,1.0,0.0,1.0,1,52,1,11,5.0,220.0,6.0,0,1,1210.0,,1.0,1.0,1210.0,1980.0
12015351000993355,53,0.0,0.0,1.0,0.0,0.0,1,57,3,13,10.0,144.0,6.0,0,1,720.0,,1.0,1.0,720.0,1296.0
12015351000993355,53,0.0,0.0,1.0,0.0,0.0,1,57,3,13,5.0,144.0,6.0,0,1,720.0,,1.0,1.0,720.0,1296.0
12015351000993360,53,0.0,0.0,1.0,0.0,0.0,1,64,1,60,10.0,200.0,6.0,0,1,800.0,0.0,0.0,0.0,800.0,1800.0
12015351000993360,53,0.0,0.0,1.0,0.0,0.0,1,64,1,60,5.0,200.0,6.0,0,1,800.0,0.0,0.0,0.0,800.0,1800.0
12015351000993362,53,0.0,0.0,1.0,0.0,1.0,1,63,2,10,5.0,139.0,2.0,0,1,417.0,,1.0,,417.0,1251.0
12015351000993381,53,0.0,0.0,1.0,0.0,0.0,1,50,3,4,5.0,30.0,6.0,0,1,150.0,0.0,0.0,0.0,150.0,270.0
