Identificador,Id,ual_prov,ual_cant,ual_parr,ual_estr,ual_segm,al_ncues,ct_numt,ct_numl,rc_clacul,ct_k504,ct_k505,ct_prepa_suelo,ct_k506,ct_k507,ct_k508,ct_k509,ct_k510,ct_k510ha,ct_k511,ct_k511ha,ct_k512,ct_k516,ct_k517,ct_k518,ct_k520,ct_afecta_prod,ct_k522,ct_k523,ct_k524,ct_k526,ct_venmernac,ct_venmerint,ct_rdproven1,ct_rdproven2,ct_rdproven3,ct_rdproven4,ct_rdproven5,ct_rdproven6,ct_fconvf,ct_fconvs,ct_seg_agri,ct_kits_agri,ct_presueuti,ct_riego,ct_superf_regada_ha,ct_porc_surc,ct_porc_aspe,ct_porc_micr,ct_porc_gote,ct_porc_nebu,ct_porc_otro,ct_aferti,ct_forg,ct_cant1_fo,ct_umed1_fo,ct_cant2_fo,ct_umed2_fo,ct_cant3_fo,ct_umed3_fo,ct_fqui,ct_cantidad_npk_fq,ct_umed_npk_fq,ct_cantidad_nit_fq,ct_umed_nit_fq,ct_cantidad_fq,ct_umed_fq,ct_cantidad_pot_fq,ct_umed_pot_fq,ct_afito,ct_porg,ct_cantidad_po,ct_umed_po,ct_pqui,ct_cantidad_her_pq,ct_umed_her_pq,ct_color_her_pq,ct_cantidad_ins_pq,ct_umed_ins_pq,ct_color_ins_pq,ct_cantidad_fun_pq,ct_umed_fun_pq,ct_color_fun_pq,ct_cantidad_pq,ct_umed_pq,ct_color_pq,ct_trabocacont,ct_trabfami,ct_piensasem_int,ct_supersem_int,ct_supersemha_int,ct_messiem_int,ct_condcult_int,ct_codcultiv1_int,ct_codcultiv2_int,ct_nclavr,ct_trs,ct_trc,ct_tro,ct_tn,ct_prod,ct_superdida,superdida,ct_sequia,ct_helada,ct_plagas,ct_enfermedades,ct_inundacion,ct_otra,ct_secomun,ct_semejorada,ct_secertificada,ct_sehibrinac,ct_sehibrinter,Ventas,ct_sriego,su_fertilizada,su_plaguicidas,ct_nuevacondicion,fact_exp_fin,repetido
9055003002620027,905500300262002701,9,5,50,3,262,27,01,1,507,1,,1,1.0,1.0,20.0,6.0,3.0,3.0,3.0,3.0,,36.0,38.0,200.0,19.0,1.0,36.0,38.0,200.0,19.0,100.0,,,,,,,,,,0,0,1,1,3.0,100.0,,,,,,1,0,,,,,,,1,,,9.0,3.0,,,,,1,0.0,,,1.0,9.0,5.0,2.0,1.5,3.0,2.0,,,,,,,5.0,,1,3.0,3.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,3.2727272727272703,0.0,,,,,,,,3.0,,,,,3.2727272727272703,3.0,3.0,3.0,1,32.230974652897004,1
9055003002620028,905500300262002801,9,5,50,3,262,28,01,1,507,1,,1,1.0,1.0,20.0,7.0,5.5,5.5,5.5,5.5,,370.0,35.0,100.0,19.0,1.0,370.0,35.0,100.0,19.0,100.0,,,,,,,,,,0,0,5,1,5.5,100.0,,,,,,1,0,,,,,,,1,,,10.0,3.0,,,,,1,0.0,,,1.0,8.0,5.0,2.0,8.0,5.0,2.0,,,,,,,,1.0,1,4.0,4.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,16.818181818181802,0.0,,,,,,,,5.5,,,,,16.818181818181802,5.5,5.5,5.5,1,59.8523873727845,1
9055003002620029,905500300262002901,9,5,50,3,262,29,01,1,507,1,,1,2.0,2.0,20.0,6.0,4.99,4.99,4.99,4.99,,215.0,35.0,100.0,19.0,6.0,215.0,35.0,100.0,19.0,100.0,,,,,,,,,,0,0,1,1,4.99,100.0,,,,,,1,0,,,,,,,1,16.0,3.0,,,,,,,1,0.0,,,1.0,10.0,5.0,1.0,,,,,,,,,,,3.0,1,4.99,4.99,2.0,1.0,507.0,,507.0,,2.0,,4.0,9.77272727272727,0.0,,,,,,,,,4.99,,,,9.77272727272727,4.99,4.99,4.99,1,37.8445416471325,1
9055003002750001,905500300275000101,9,5,50,3,275,1,01,1,507,1,,1,1.0,1.0,20.0,7.0,3.0,3.0,3.0,3.0,,150.0,38.0,215.0,19.0,1.0,150.0,38.0,215.0,19.0,100.0,,,,,,,,,,0,0,1,1,3.0,100.0,,,,,,1,0,,,,,,,1,15.0,3.0,,,,,,,1,0.0,,,1.0,10.0,5.0,3.0,10.0,5.0,3.0,,,,,,,3.0,,1,3.0,3.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,14.659090909090901,0.0,,,,,,,,3.0,,,,,14.659090909090901,3.0,3.0,3.0,1,22.39128778233961,1
9055003002750002,905500300275000201,9,5,50,3,275,2,01,2,507,1,,1,1.0,8.0,20.0,12.0,0.5,0.5,0.5,0.5,,20.0,38.0,215.0,19.0,1.0,20.0,38.0,215.0,19.0,100.0,,,,,,,,,,0,0,1,1,0.5,100.0,,,,,,1,0,,,,,,,1,3.0,3.0,,,,,,,1,0.0,,,1.0,2.0,5.0,2.0,2.0,5.0,2.0,,,,,,,,1.0,1,0.5,0.5,8.0,1.0,507.0,,507.0,,2.0,,4.0,1.95454545454545,0.0,,,,,,,,0.5,,,,,1.95454545454545,0.5,0.5,0.5,1,191.125582154443,1
9055003002750003,905500300275000301,9,5,50,3,275,3,01,1,507,1,,1,1.0,3.0,20.0,7.0,6.0,6.0,6.0,6.0,,240.0,38.0,210.0,19.0,1.0,240.0,38.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,1,6.0,100.0,,,,,,1,0,,,,,,,1,,,54.0,3.0,,,,,1,0.0,,,1.0,18.0,5.0,2.0,18.0,5.0,2.0,,,,,,,2.0,,1,6.0,6.0,3.0,1.0,507.0,,507.0,,2.0,,4.0,22.9090909090909,0.0,,,,,,,,6.0,,,,,22.9090909090909,6.0,6.0,6.0,1,21.789719924754802,1
9055003002750004,905500300275000403,9,5,50,3,275,4,03,1,507,1,,1,2.0,3.0,20.0,7.0,2.0,2.0,2.0,2.0,,80.0,38.0,210.0,19.0,6.0,70.0,38.0,210.0,19.0,100.0,,10.0,,,,,,,,0,0,6,1,2.0,100.0,,,,,,1,0,,,,,,,1,6.0,3.0,,,,,,,1,0.0,,,1.0,8.0,5.0,1.0,,,,,,,,,,2.0,,1,2.0,2.0,3.0,1.0,507.0,,507.0,,2.0,,4.0,7.63636363636364,0.0,,,,,,,,,2.0,,,,6.68181818181818,2.0,2.0,2.0,1,27.813293684843,1
9055003002750005,905500300275000502,9,5,50,3,275,5,02,1,507,1,,1,2.0,3.0,20.0,7.0,40.0,40.0,40.0,40.0,,800.0,38.0,210.0,19.0,6.0,800.0,38.0,210.0,19.0,100.0,,,,,,,,,,0,0,6,1,40.0,100.0,,,,,,1,0,,,,,,,1,,,50.0,3.0,,,,,1,0.0,,,1.0,80.0,5.0,1.0,,,,,,,,,,10.0,,1,40.0,40.0,3.0,1.0,507.0,,507.0,,2.0,,4.0,76.3636363636364,0.0,,,,,,,,,40.0,,,,76.3636363636364,40.0,40.0,40.0,1,15.4959201963871,1
9055003002750007,905500300275000701,9,5,50,3,275,7,01,2,507,1,,1,1.0,7.0,20.0,11.0,5.0,5.0,5.0,5.0,,260.0,38.0,220.0,19.0,1.0,260.0,38.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,5.0,100.0,,,,,,1,0,,,,,,,1,15.0,3.0,15.0,3.0,,,,,1,0.0,,,1.0,8.0,5.0,2.0,8.0,5.0,2.0,,,,,,,4.0,,1,5.0,5.0,7.0,1.0,507.0,,507.0,,2.0,,4.0,26.0,0.0,,,,,,,,5.0,,,,,26.0,5.0,5.0,5.0,1,168.98630048623002,1
9055004000210002,905500400021000201,9,5,50,4,21,2,01,2,507,1,,1,1.0,5.0,20.0,9.0,4.0,4.0,4.0,4.0,,200.0,38.0,220.0,19.0,1.0,200.0,38.0,220.0,19.0,100.0,,,,,,,,,,0,0,2,1,4.0,100.0,,,,,,1,0,,,,,,,1,,,20.0,3.0,,,,,1,0.0,,,1.0,,,,12.0,5.0,2.0,,,,,,,2.0,,1,4.0,4.0,6.0,1.0,507.0,,507.0,,2.0,,4.0,20.0,0.0,,,,,,,,4.0,,,,,20.0,4.0,4.0,4.0,1,33.0273752135909,1
9055004000210003,905500400021000301,9,5,50,4,21,3,01,1,507,1,,0,1.0,1.0,20.0,5.0,3.0,3.0,3.0,3.0,,105.0,38.0,210.0,19.0,6.0,105.0,38.0,210.0,19.0,100.0,,,,,,,,,,0,0,2,0,,,,,,,,1,0,,,,,,,1,9.0,3.0,,,,,,,1,0.0,,,1.0,3.0,5.0,4.0,,,,,,,,,,3.0,1.0,1,3.0,3.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,10.022727272727302,0.0,,,,,,,,3.0,,,,,10.022727272727302,,3.0,3.0,1,19.319191142283,1
9055004000210005,905500400021000501,9,5,50,4,21,5,01,1,507,1,,1,1.0,2.0,20.0,6.0,20.0,20.0,20.0,20.0,,600.0,38.0,210.0,19.0,6.0,600.0,38.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,100.0,3.0,,,,,,,1,0.0,,,1.0,20.0,5.0,4.0,10.0,5.0,4.0,20.0,5.0,4.0,,,,6.0,1.0,1,20.0,20.0,2.0,1.0,507.0,,507.0,,2.0,,4.0,57.2727272727273,0.0,,,,,,,,20.0,,,,,57.2727272727273,,20.0,20.0,1,36.265153640423705,1
9055051000993418,905505100099341801,9,5,50,51,99,3418,01,2,507,1,,1,1.0,6.0,20.0,11.0,60.97,60.97,60.97,60.97,,3500.0,35.0,100.0,19.0,2.0,3500.0,35.0,100.0,19.0,100.0,,,,,,,,,,0,0,2,1,60.97,100.0,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,0,,,,,,,507.0,,2.0,,4.0,159.090909090909,0.0,,,,,,,,60.97,,,,,159.090909090909,60.97,,,1,1.0,1
9055061000992830,905506100099283001,9,5,50,61,99,2830,01,2,507,1,,1,2.0,6.0,20.0,9.0,30.0,30.0,30.0,30.0,,1500.0,35.0,100.0,19.0,1.0,1500.0,35.0,100.0,19.0,100.0,,,,,,,,,,0,0,6,1,30.0,100.0,,,,,,1,0,,,,,,,1,30.0,3.0,30.0,3.0,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,0,,,,,,,507.0,,2.0,,4.0,68.1818181818182,0.0,,,,,,,,,30.0,,,,68.1818181818182,30.0,30.0,,1,1.0,1
9055064000990954,905506400099095401,9,5,50,64,99,954,01,2,507,1,,0,2.0,8.0,20.0,11.0,90.0,90.0,90.0,90.0,,4500.0,35.0,100.0,19.0,2.0,4500.0,35.0,100.0,19.0,100.0,,,,,,,,,,0,0,6,1,90.0,100.0,,,,,,1,0,,,,,,,1,360.0,5.0,260.0,3.0,,,,,1,0.0,,,1.0,135.0,5.0,3.0,,,,,,,,,,,,1,90.0,90.0,8.0,1.0,507.0,,507.0,,2.0,,4.0,204.54545454545502,0.0,,,,,,,,,90.0,,,,204.54545454545502,90.0,90.0,90.0,1,1.0,1
9055102037410001,905510203741000101,9,5,51,2,3741,1,01,2,507,1,,1,2.0,7.0,20.0,11.0,10.0,10.0,10.0,10.0,,448.0,35.0,100.0,19.0,6.0,448.0,35.0,100.0,19.0,100.0,,,,,,,,,,0,0,6,1,10.0,100.0,,,,,,1,0,,,,,,,1,40.0,3.0,,,,,,,1,0.0,,,1.0,30.0,5.0,1.0,,,,,,,,,,0.0,,1,10.0,10.0,7.0,1.0,507.0,,507.0,,2.0,,4.0,20.3636363636364,0.0,,,,,,,,,10.0,,,,20.3636363636364,10.0,10.0,10.0,1,28.926821120503696,1
9055102039440001,905510203944000101,9,5,51,2,3944,1,01,2,507,1,,1,1.0,9.0,20.0,12.0,2.0,2.0,2.0,2.0,,125.0,38.0,215.0,19.0,6.0,125.0,38.0,215.0,19.0,100.0,,,,,,,,,,0,0,1,1,2.0,100.0,,,,,,1,0,,,,,,,1,,,36.0,2.0,,,,,1,0.0,,,1.0,4.0,5.0,2.0,10.0,5.0,2.0,,,,,,,,6.0,1,2.0,2.0,2.0,1.0,507.0,,507.0,,2.0,,4.0,12.215909090909099,0.0,,,,,,,,2.0,,,,,12.215909090909099,2.0,2.0,2.0,1,63.117522108127204,1
9055102039440003,905510203944000301,9,5,51,2,3944,3,01,1,507,1,,0,1.0,3.0,20.0,8.0,2.0,2.0,2.0,2.0,,90.0,38.0,210.0,19.0,6.0,90.0,38.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,1,2.0,100.0,,,,,,1,0,,,,,,,1,,,36.0,2.0,,,,,1,0.0,,,1.0,8.0,5.0,3.0,8.0,5.0,2.0,,,,,,,5.0,,1,2.0,2.0,3.0,1.0,507.0,,507.0,,2.0,,4.0,8.59090909090909,0.0,,,,,,,,2.0,,,,,8.59090909090909,2.0,2.0,2.0,1,138.848357535649,1
9055102039440007,905510203944000702,9,5,51,2,3944,7,02,2,507,1,,1,1.0,6.0,20.0,10.0,2.0,2.0,2.0,2.0,,100.0,38.0,215.0,19.0,6.0,100.0,38.0,215.0,19.0,100.0,,,,,,,,,,0,0,1,1,2.0,100.0,,,,,,1,0,,,,,,,1,15.0,3.0,,,,,,,1,0.0,,,1.0,10.0,5.0,2.0,10.0,5.0,2.0,,,,,,,10.0,,1,2.0,2.0,6.0,1.0,507.0,,507.0,,2.0,,4.0,9.77272727272727,0.0,,,,,,,,2.0,,,,,9.77272727272727,2.0,2.0,2.0,1,10.6326521828402,1
9055102039440009,905510203944000901,9,5,51,2,3944,9,01,2,507,1,,1,1.0,6.0,20.0,10.0,1.0,1.0,1.0,1.0,,70.0,38.0,220.0,19.0,1.0,70.0,38.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,1.0,100.0,,,,,,1,0,,,,,,,1,,,500.0,2.0,,,,,1,0.0,,,1.0,5.0,5.0,2.0,5.0,5.0,2.0,,,,,,,5.0,,1,1.0,1.0,6.0,1.0,507.0,,507.0,,2.0,,4.0,7.0,0.0,,,,,,,,1.0,,,,,7.0,1.0,1.0,1.0,1,31.8625821565403,1
9055102039440012,905510203944001202,9,5,51,2,3944,12,02,2,507,1,,1,1.0,7.0,20.0,12.0,7.0,7.0,7.0,7.0,,350.0,38.0,220.0,19.0,1.0,350.0,38.0,220.0,19.0,100.0,,,,,,,,,,0,0,2,1,7.0,100.0,,,,,,1,0,,,,,,,1,56.0,3.0,,,,,,,1,0.0,,,1.0,,,,15.0,5.0,3.0,,,,,,,,7.0,1,7.0,7.0,7.0,1.0,507.0,,507.0,,2.0,,4.0,35.0,0.0,,,,,,,,7.0,,,,,35.0,7.0,7.0,7.0,1,10.5443844318661,1
9055104000400002,905510400040000201,9,5,51,4,40,2,01,1,507,1,,1,1.0,1.0,20.0,4.0,1.5,1.5,1.5,1.5,,60.0,38.0,210.0,19.0,1.0,60.0,38.0,210.0,19.0,100.0,,,,,,,,,,0,0,2,1,1.5,100.0,,,,,,1,0,,,,,,,1,,,15.0,3.0,,,,,1,0.0,,,1.0,8.0,5.0,2.0,8.0,5.0,2.0,,,,,,,6.0,,1,1.5,1.5,1.0,1.0,507.0,,507.0,,2.0,,4.0,5.72727272727273,0.0,,,,,,,,1.5,,,,,5.72727272727273,1.5,1.5,1.5,1,248.045513714516,1
9055104000400005,905510400040000501,9,5,51,4,40,5,01,1,507,1,,1,1.0,1.0,20.0,5.0,2.0,2.0,2.0,2.0,,180.0,38.0,210.0,19.0,1.0,180.0,38.0,210.0,19.0,100.0,,,,,,,,,,0,0,2,1,2.0,100.0,,,,,,1,0,,,,,,,1,12.0,3.0,,,,,,,1,0.0,,,1.0,6.0,5.0,2.0,6.0,5.0,2.0,,,,,,,15.0,,1,2.0,2.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,17.181818181818198,0.0,,,,,,,,2.0,,,,,17.181818181818198,2.0,2.0,2.0,1,53.787870923117296,1
9055104000400006,905510400040000601,9,5,51,4,40,6,01,1,507,1,,0,1.0,1.0,20.0,5.0,7.0,7.0,7.0,7.0,,70.0,38.0,210.0,19.0,6.0,70.0,38.0,210.0,19.0,100.0,,,,,,,,,,0,0,2,0,,,,,,,,1,0,,,,,,,1,10.0,3.0,,,,,,,1,0.0,,,1.0,2.0,5.0,4.0,1.0,5.0,4.0,2.0,5.0,4.0,,,,3.0,2.0,1,2.0,2.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,6.68181818181818,0.0,,,,,,,,7.0,,,,,6.68181818181818,,7.0,7.0,1,38.2770623834882,1
9055104000400007,905510400040000701,9,5,51,4,40,7,01,1,507,1,,0,1.0,1.0,20.0,5.0,2.0,2.0,2.0,2.0,,80.0,38.0,210.0,19.0,6.0,80.0,38.0,210.0,19.0,100.0,,,,,,,,,,0,0,2,0,,,,,,,,1,0,,,,,,,1,12.0,3.0,,,,,,,1,0.0,,,1.0,2.0,5.0,4.0,2.0,5.0,4.0,2.0,5.0,4.0,,,,2.0,2.0,1,2.0,2.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,7.63636363636364,0.0,,,,,,,,2.0,,,,,7.63636363636364,,2.0,2.0,1,19.3641048604715,1
9055104000400008,905510400040000801,9,5,51,4,40,8,01,1,507,1,,0,1.0,1.0,20.0,5.0,8.0,8.0,8.0,8.0,,500.0,38.0,210.0,19.0,6.0,500.0,38.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,24.0,3.0,,,,,,,1,0.0,,,1.0,8.0,5.0,4.0,8.0,5.0,4.0,8.0,5.0,4.0,,,,5.0,2.0,1,8.0,8.0,2.0,1.0,507.0,,507.0,,2.0,,4.0,47.7272727272727,0.0,,,,,,,,8.0,,,,,47.7272727272727,,8.0,8.0,1,29.8167370265006,1
9055104000400009,905510400040000901,9,5,51,4,40,9,01,1,507,1,,1,1.0,1.0,20.0,5.0,2.0,2.0,2.0,2.0,,100.0,38.0,200.0,19.0,1.0,100.0,38.0,200.0,19.0,100.0,,,,,,,,,,0,0,1,1,2.0,100.0,,,,,,1,0,,,,,,,1,18.0,3.0,,,,,,,1,0.0,,,1.0,18.0,5.0,2.0,18.0,5.0,2.0,,,,,,,16.0,,1,2.0,2.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,9.09090909090909,0.0,,,,,,,,2.0,,,,,9.09090909090909,2.0,2.0,2.0,1,7.95509601534109,1
9055104000400011,905510400040001101,9,5,51,4,40,11,01,1,507,1,,0,1.0,2.0,20.0,5.0,2.0,2.0,2.0,2.0,,70.0,38.0,210.0,19.0,6.0,70.0,38.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,8.0,3.0,,,,,,,1,0.0,,,1.0,2.0,5.0,4.0,1.0,5.0,4.0,1.0,5.0,4.0,,,,1.0,6.0,1,2.0,2.0,2.0,1.0,507.0,,507.0,,2.0,,4.0,6.68181818181818,0.0,,,,,,,,2.0,,,,,6.68181818181818,,2.0,2.0,1,44.166605055936394,1
9055104000400012,905510400040001201,9,5,51,4,40,12,01,1,507,1,,1,1.0,1.0,20.0,4.0,2.0,2.0,2.0,2.0,,100.0,38.0,200.0,19.0,1.0,100.0,38.0,200.0,19.0,100.0,,,,,,,,,,0,0,2,1,2.0,100.0,,,,,,1,0,,,,,,,1,20.0,3.0,,,,,,,1,0.0,,,1.0,10.0,5.0,2.0,10.0,5.0,2.0,,,,,,,5.0,,1,2.0,2.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,9.09090909090909,0.0,,,,,,,,2.0,,,,,9.09090909090909,2.0,2.0,2.0,1,41.23180540217521,1
9055104000400013,905510400040001301,9,5,51,4,40,13,01,1,507,1,,0,1.0,1.0,20.0,5.0,2.0,2.0,2.0,2.0,,80.0,38.0,210.0,19.0,6.0,80.0,38.0,210.0,19.0,100.0,,,,,,,,,,0,0,2,0,,,,,,,,1,0,,,,,,,1,10.0,3.0,,,,,,,1,0.0,,,1.0,2.0,5.0,4.0,2.0,5.0,4.0,2.0,5.0,4.0,,,,3.0,3.0,1,2.0,2.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,7.63636363636364,0.0,,,,,,,,2.0,,,,,7.63636363636364,,2.0,2.0,1,47.1112251575063,1
9055104000400016,905510400040001601,9,5,51,4,40,16,01,1,507,1,,0,1.0,1.0,20.0,5.0,2.0,2.0,2.0,2.0,,80.0,38.0,210.0,19.0,6.0,80.0,38.0,210.0,19.0,100.0,,,,,,,,,,0,0,2,0,,,,,,,,1,0,,,,,,,1,6.0,3.0,,,,,,,1,0.0,,,1.0,2.0,5.0,4.0,1.0,5.0,4.0,2.0,5.0,4.0,,,,3.0,2.0,1,2.0,2.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,7.63636363636364,0.0,,,,,,,,2.0,,,,,7.63636363636364,,2.0,2.0,1,48.640055038442895,1
9055104000400018,905510400040001801,9,5,51,4,40,18,01,1,507,1,,1,1.0,1.0,20.0,6.0,15.0,15.0,15.0,15.0,,660.0,38.0,200.0,19.0,6.0,660.0,38.0,200.0,19.0,100.0,,,,,,,,,,0,0,2,1,15.0,100.0,,,,,,1,0,,,,,,,1,140.0,3.0,,,,,,,1,0.0,,,1.0,25.0,2.0,2.0,24.0,2.0,2.0,,,,,,,8.0,,1,15.0,15.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,60.0,0.0,,,,,,,,15.0,,,,,60.0,15.0,15.0,15.0,1,14.343705695716698,1
9055104000400019,905510400040001902,9,5,51,4,40,19,02,2,507,1,,1,1.0,1.0,20.0,4.0,10.0,10.0,10.0,10.0,,500.0,38.0,200.0,19.0,6.0,500.0,38.0,200.0,19.0,100.0,,,,,,,,,,0,0,2,1,10.0,100.0,,,,,,1,0,,,,,,,1,120.0,2.0,,,,,,,1,0.0,,,1.0,24.0,5.0,2.0,24.0,5.0,2.0,,,,,,,10.0,,1,10.0,10.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,45.454545454545496,0.0,,,,,,,,10.0,,,,,45.454545454545496,10.0,10.0,10.0,1,25.1434621757065,1
9065002059280002,906500205928000201,9,6,50,2,5928,2,01,1,507,1,,1,3.0,2.0,20.0,5.0,3.9,3.9,3.9,3.9,,180.0,37.0,215.0,19.0,6.0,165.0,37.0,215.0,19.0,100.0,,15.0,,,,,,,,0,0,2,1,3.9,100.0,,,,,,1,0,,,,,,,1,900.0,2.0,900.0,2.0,,,,,1,0.0,,,1.0,8.0,5.0,2.0,8.0,5.0,2.0,,,,,,,12.0,,1,4.0,4.0,2.0,1.0,507.0,,507.0,,2.0,,4.0,17.5909090909091,0.0,,,,,,,,,,3.9,,,16.125,3.9,3.9,3.9,1,49.1416850658562,1
9065002059280003,906500205928000301,9,6,50,2,5928,3,01,1,507,1,,1,3.0,4.0,20.0,7.0,3.0,3.0,3.0,3.0,,62.0,37.0,215.0,19.0,6.0,62.0,37.0,215.0,19.0,100.0,,,,,,,,,,0,0,2,0,,,,,,,,1,0,,,,,,,1,750.0,2.0,750.0,2.0,,,,,1,0.0,,,1.0,6.0,5.0,2.0,6.0,5.0,2.0,,,,,,,15.0,,1,3.0,3.0,4.0,1.0,507.0,,507.0,,2.0,,4.0,6.0590909090909095,0.0,,,,,,,,,,3.0,,,6.0590909090909095,,3.0,3.0,1,197.025246185871,1
9065002059280004,906500205928000401,9,6,50,2,5928,4,01,1,507,1,,1,1.0,2.0,20.0,5.0,9.95,9.95,9.95,9.95,,270.0,37.0,240.0,19.0,6.0,270.0,37.0,240.0,19.0,100.0,,,,,,,,,,0,0,2,0,,,,,,,,1,0,,,,,,,1,1250.0,2.0,1250.0,2.0,,,,,1,0.0,,,1.0,10.0,5.0,2.0,10.0,5.0,2.0,,,,,,,2.0,,1,9.95,9.95,2.0,1.0,507.0,,507.0,,2.0,,4.0,29.4545454545455,0.0,,,,,,,,9.95,,,,,29.4545454545455,,9.95,9.95,1,52.76462517067601,1
9065002059280005,906500205928000501,9,6,50,2,5928,5,01,2,507,1,,1,1.0,6.0,20.0,9.0,6.98,6.98,6.98,6.98,,90.0,37.0,220.0,19.0,1.0,90.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,2,1,6.98,100.0,,,,,,1,0,,,,,,,1,2100.0,2.0,1700.0,2.0,,,,,1,0.0,,,1.0,7.0,5.0,2.0,7.0,5.0,2.0,,,,,,,4.0,,1,6.98,6.98,6.0,1.0,507.0,,507.0,,2.0,,4.0,9.0,0.0,,,,,,,,6.98,,,,,9.0,6.98,6.98,6.98,1,65.4212904760125,1
9065002059280006,906500205928000601,9,6,50,2,5928,6,01,2,507,1,,1,1.0,6.0,20.0,9.0,2.99,2.99,2.99,2.99,,105.0,37.0,230.0,19.0,6.0,105.0,37.0,230.0,19.0,100.0,,,,,,,,,,0,0,2,1,2.99,100.0,,,,,,1,0,,,,,,,1,675.0,2.0,675.0,2.0,,,,,1,0.0,,,1.0,3.0,5.0,2.0,3.0,5.0,2.0,,,,,,,,,1,2.99,2.99,6.0,1.0,507.0,,507.0,,2.0,,4.0,10.977272727272696,0.0,,,,,,,,2.99,,,,,10.977272727272696,2.99,2.99,2.99,1,36.1896881551039,1
9065002059280007,906500205928000701,9,6,50,2,5928,7,01,2,507,1,,1,1.0,8.0,20.0,12.0,3.5,3.5,3.5,3.5,,80.0,37.0,220.0,19.0,6.0,80.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,2,1,3.5,100.0,,,,,,1,0,,,,,,,1,675.0,2.0,,,,,,,1,0.0,,,1.0,4.0,5.0,2.0,4.0,5.0,2.0,,,,,,,2.0,,1,3.1,3.1,8.0,1.0,507.0,,507.0,,2.0,,4.0,8.0,0.0,,,,,,,,3.5,,,,,8.0,3.5,3.5,3.5,1,72.0156733161843,1
9065002068590001,906500206859000101,9,6,50,2,6859,1,01,2,507,1,,1,3.0,4.0,20.0,8.0,69.95,49.3567,69.95,49.3567,,2800.0,37.0,280.0,19.0,6.0,2800.0,37.0,280.0,19.0,100.0,,,,,,,,,,0,0,2,1,49.3567,100.0,,,,,,1,0,,,,,,,1,21000.0,2.0,6000.0,2.0,,,,,1,0.0,,,1.0,140.0,5.0,5.0,105.0,5.0,5.0,63.0,5.0,5.0,,,,,,0,,,,,,,507.0,,2.0,,4.0,356.3636363636361,0.0,,,,,,,,,,49.3567,,,356.3636363636361,49.3567,49.3567,49.3567,1,22.3647230772898,1
9065002068590002,906500206859000201,9,6,50,2,6859,2,01,2,507,1,,1,3.0,4.0,20.0,8.0,30.0,30.0,30.0,30.0,,1950.0,37.0,210.0,19.0,6.0,1950.0,37.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,1,30.0,100.0,,,,,,1,1,,,4500.0,2.0,,,1,6000.0,2.0,6000.0,2.0,,,4500.0,2.0,1,0.0,,,1.0,60.0,5.0,5.0,45.0,5.0,5.0,18.0,5.0,5.0,,,,,,0,,,,,,,507.0,,2.0,,4.0,186.136363636364,0.0,,,,,,,,,,30.0,,,186.136363636364,30.0,30.0,30.0,1,34.0492317114388,1
9065002073080001,906500207308000101,9,6,50,2,7308,1,01,2,507,1,,0,1.0,9.0,20.0,12.0,10.0,10.0,10.0,10.0,,400.0,37.0,210.0,19.0,2.0,400.0,37.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,1,10.0,100.0,,,,,,1,0,,,,,,,1,350.0,2.0,150.0,2.0,,,,,1,0.0,,,1.0,8.0,5.0,4.0,4.0,5.0,2.0,,,,,,,,,1,10.0,10.0,4.0,1.0,507.0,,507.0,,2.0,,4.0,38.1818181818182,0.0,,,,,,,,10.0,,,,,38.1818181818182,10.0,10.0,10.0,1,27.356205942796503,1
